ico_smluvni_strany;castka;nazev_smluvni_strany;predmet;publikovano;hodnota_raw
48036315;2144778,0;DEREZA, společnost s ručením omezeným;"Dodatek č. 1 ke smlouvě na realizaci VZ ""Provedení rekonstrukce ZTI, VZT a EL, včetně souvisejících stavebních  prací, na ubytovně Velehradská"" upravující předmět a cenu díla  z důvodu zjištění nutných havarijních oprav";10.07.2025;2 144 778 CZK bez DPH
28530021;88384,0;Cattor s.r.o.;Objednávka č. 413/2025 na revizi elektrospotřebičů v budovách MMR;09.07.2025;88 384 CZK bez DPH
12584878;54048,0;Aleš Sebastianides;Výměna koberců dle OBJ č. 8/2025/CES6355;09.07.2025;54 048 CZK bez DPH
12584878;93651,0;Aleš Sebastianides;Obj. č. 7/2025/CES6355 - Výměna koberců;09.07.2025;93 651 CZK bez DPH
29145121;24898800,0;Tender systems s.r.o.;Centrální služby pro dodavatele (dodávka, provoz a rozvoj centrálních služeb NIPEZ);09.07.2025;24 898 800 CZK bez DPH
29145121;14925000,0;Tender systems s.r.o.;ROZZA (dodávka, provoz a rozvoj informačních služeb NIPEZ pro dodavatele);09.07.2025;14 925 000 CZK bez DPH
28607376;1793146,0;Moderní škola s.r.o.;Kupní smlouva na pořízení vybavení odborné učebny Fy,Ch,,přípravny CH;08.07.2025;1 793 146 CZK bez DPH
10695443;601007,0;bombyx s.r.o.;provedení AI strategie;04.07.2025;601 007 CZK s DPH
14548127;353000,0;Miroslav Musil;předimplementační fáze Data Loss Prevention;03.07.2025;353 000 CZK bez DPH
23339322;;LITERIX FE s.r.o.;Dodatek č. 1 ke smlouvě o nájmu prostor sloužících k podnikání o přechodu práv a povinností z důvodu přeměny nájemce;03.07.2025;Neuvedeno
88349438;452383,0;Marek Vrátil;Smlouva na provádění revizí, údržby a kontrol hasicích přístrojů, vnitřních požárních  hydrantů, požárních klapek, požárních uzávěrů a ucpávek v budovách MMR, CES 6768;02.07.2025;452 383 CZK bez DPH
24764248;12500000,0;TAF Point s.r.o.;Smlouva o poskytování odborných služeb;02.07.2025;12 500 000 CZK bez DPH
25844822;2111087,0;Omnis Olomouc, a.s.;Minitendr_75_221_B_Prezentace evropských fondů na hudebních festivalech_2025;02.07.2025;2 111 087 CZK s DPH
14548127;353000,0;Miroslav Musil;předimplementační fáze Data Loss Prevention;02.07.2025;353 000 CZK bez DPH
04767543;800000,0;Národní agentura pro komunikační a informační technologie, s. p.;Dodatek č. 1 - k Rámcové smlouvě o poskytování konzultačních služeb CES 6929;30.06.2025;800 000 CZK bez DPH
05099994;2500000,0;exe, a.s., odštěpný závod;Smlouva na poskytnutí služeb Microsoft Azure;30.06.2025;2 500 000 CZK bez DPH
25112775;26316000,0;Servodata a.s.;Smlouva na poskytnutí odborných rolí - Zajištění úprav portálu stavební správy a dalších komponent Digitalizace stavebního řízení;30.06.2025;26 316 000 CZK bez DPH
05908841;5442500,0;Actum X, s.r.o.;Dodatek č. 1 - Smlouvy na poskytnutí odborných rolí CES 6664;30.06.2025;5 442 500 CZK bez DPH
47903783;22042000,0;GORDIC spol. s r.o.;Smlouva o dodání krátkodobého úložiště dokumentů včetně integrace, rozvoje, podpory a poskytnutí dalších služeb;30.06.2025;22 042 000 CZK bez DPH
05099994;277016,0;exe, a.s., odštěpný závod;Prováděcí smlouva k Rámcové dohodě na pořizování produktů Microsoft (AVISme 2025001597);30.06.2025;277 016 CZK bez DPH
66002222;65770,0;Ministerstvo pro místní rozvoj;Zápis_užívání nebytových prostor pro MMR ČR_budova ÚP Ostrava III (AVISme 2025000361);26.06.2025;65 770 CZK s DPH
00553115;43500,0;KPMG Česká republika, s.r.o.;poskytování odborné podpory - akční plán - dodatek;26.06.2025;43 500 CZK bez DPH
29066476;3284285,0;Auto Eder a.s.;Kupní smlouva - Centralizovaný nákup 5 ks osobních vozidel v kategorii 2 EV;26.06.2025;3 284 285 CZK bez DPH
09047905;200000,0;Asociace softwarových agentur z.s.;Smlouva o poskytování poradenských služeb pro oblast veřejných nákupů, odborných konzultací v oblasti ICT;25.06.2025;200 000 CZK bez DPH
49240480;610040,0;UNIQA pojišťovna, a.s.;MaP/15454/2025-OS - Pojistná smlouva č. 2730328867 - pojištění lesů s účinností od 1.7.2025 do 1.7.2030;25.06.2025;610 040 CZK bez DPH
49240480;2155005,0;UNIQA pojišťovna, a.s.;MaP/15456/2025-OS - Pojistná smlouva č.- 4013720355 - pojištění souboru motorových a přípojných vozidel s platností od 1.7.2025 do 1.7.2030;25.06.2025;2 155 005 CZK bez DPH
49240480;12751980,0;UNIQA pojišťovna, a.s.;MaP/15455/2025-OS - Pojistná smlouva č. 2731328866 - pojištění majetku a odpovědnosti s počátkem pojištění od 1.7.2025 do 1. 7. 2030;25.06.2025;12 751 980 CZK bez DPH
04402693;333200,0;Alena Novotná;Dodatek č. 2 k obj. 335/2024_Poskytování specializovaných služeb v oblasti vizualizace dat a analytických výstupů;24.06.2025;333 200 CZK bez DPH
75068478;3513126,0;Obce pro Baťův kanál;Dohoda o vypořádání vzájemných práv a povinností MVNM x Obce pro Baťův kanál;24.06.2025;3 513 126 CZK s DPH
26137585;272976,0;IBRS - International Business and Research Services s.r.o.;Dodatek č. 1  k objednávce 94/05/CES-6616/2025/56 na zajištění evaluace s názvem Vyhodnocení přímé komunikace brandu Kde fondy EU pomáhají – DOD a festivaly;24.06.2025;272 976 CZK s DPH
25842811;5762074,0;ABAS IPS Management s.r.o.;CES 6757 PTZS a  VSS;24.06.2025;5 762 074 CZK s DPH
48364126;120723,0;Darovanský Dvůr Resort s.r.o.;uskutečnění výjezdní porady odboru kontroly a legislativně právního MMR;24.06.2025;120 723 CZK bez DPH
25616242;67238,0;Golf Konopiště a.s.;Zajištění porady Sekce 3, CRR, SFPI a IROP;24.06.2025;67 238 CZK bez DPH
60487291;1970988,0;GAPP System, spol. s r.o.;Smlouva o dílo k VZ Nákup serverové technologie vč. podpory 2025_II;23.06.2025;1 970 988 CZK bez DPH
60487291;1970988,0;GAPP System, spol. s r.o.;"Smlouva o dílo k VZ ""Nákup serverové technologie vč. podpory 2025_II""";23.06.2025;1 970 988 CZK bez DPH
12584878;15150,0;Aleš Sebastianides;Dílčí obj. č. 5a ,CES 6355 na stržení koberců a úpravu povrchu, S231, S232;23.06.2025;15 150 CZK bez DPH
03586316;2276371,0;Desima Technology s. r. o.;Smlouva na obnovu a instalaci nových klimatizačních jednotek v objektech MMR, CES 6758;23.06.2025;2 276 371 CZK bez DPH
61681547;177590,0;MICHAEL RANCH spol. s r.o.;Zajištění výjezdního zasedání pracovní skupiny Národního orgánu pro koordinaci, 24. - 25. června 2025;23.06.2025;177 590 CZK s DPH
25820826;100000,0;Konica Minolta IT Solutions Czech s.r.o.;Školení MS 365 pro MMR - ŘO IROP;19.06.2025;100 000 CZK bez DPH
64609995;880939,0;MERIT GROUP a.s.;Prováděcí smlouva č. CES: 6755 č. 2025 - 03 k Rámcové dohodě na pořizování produktů Citrix;19.06.2025;880 939 CZK bez DPH
24303321;2000000,0;BRODEC & PARTNERS s.r.o., advokátní kancelář;CES 6749 - rámcová smlouva o poskytování právních služeb;19.06.2025;2 000 000 CZK bez DPH
48111198;48426,0;ACTIVA spol. s r.o.;Objednávka na nákup drobného elektra 384/2025;19.06.2025;48 426 CZK bez DPH
25750178;198928,0;PROTECH PRODUCTION, s.r.o.;Putovní výstava IROP - dílčí objednávka č. 22;19.06.2025;198 928 CZK bez DPH
86645544;800000,0;Mariana Halmanová;Propagace FB stránky IROP;18.06.2025;800 000 CZK bez DPH
86645544;500000,0;Mariana Halmanová;Propagace YT kanálu IROP;18.06.2025;500 000 CZK bez DPH
25006339;132390,0;Enaspol a.s.;Zajištění výjezdního zasedání Odboru publicity a fondů EU MMR ČR, v termínu od 19. – 21. srpna 2025,;18.06.2025;132 390 CZK s DPH
26043076;125598,0;StaMPi, spol. s r.o.;zajištění webhostingových služeb a technické podpory webových prezentací;18.06.2025;125 598 CZK s DPH
29282551;198562,0;CZECH IMAGE GROUP s.r.o.;Výroba a dodání propagačních předmětů v souladu s Technickou specifikací;17.06.2025;198 562 CZK s DPH
25112775;1977799,0;Servodata a.s.;DODATEK Č. 2 SMLOUVY NA POSKYTNUTÍ ODBORNÝCH ROLÍ;17.06.2025;1 977 799 CZK bez DPH
00284459;163446,0;město Slavičín;Mezinárodní jednání Komise pro PS;17.06.2025;163 446 CZK bez DPH
66002222;;Ministerstvo pro místní rozvoj;Účastnická smlouva;16.06.2025;Neuvedeno
